"","name","longitude","latitude","issues","prov","key","scientificName","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","isInCluster","inCluster","geodeticDatum","class","countryCode","country","rightsHolder","identifier","http://unknown.org/nick","verbatimEventDate","datasetName","gbifID","verbatimLocality","collectionCode","occurrenceID","taxonID","recordedBy","catalogNumber","institutionCode","eventTime","identifiedBy","http://unknown.org/captive","identificationID","occurrenceRemarks","informationWithheld","reproductiveCondition","elevation","institutionKey","recordNumber","habitat","associatedTaxa","http://unknown.org/recordID","locality","county","rights","startDayOfYear","http://unknown.org/recordEnteredBy","verbatimElevation","collectionID","higherClassification"
"34","Asclepias subverticillata (Gray) Vail","-109.2352","31.87119","cdround","gbif","3302247403","Asclepias subverticillata (Gray) Vail","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2022-03-29T17:28:18.996+00:00","2022-03-29T21:32:33.392+00:00","298","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","3170284","6","7707728","220","412","6701","3170229","3170284","3170284","Asclepias subverticillata (Gray) Vail","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias subverticillata","Asclepias","subverticillata","SPECIES","ACCEPTED","NE","2020-11-13T18:54:46","    31","Arizona","2020"," 6","24","2020-06-24","2021-06-03T15:06:10.000+00:00","2022-03-29T21:32:33.392+00:00","https://www.inaturalist.org/observations/51508520","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","US","United States of America","Eric Knight","51508520","knightericm","2020/06/24 9:00 AM CDT","iNaturalist research-grade observations","3302247403","Cochise County, AZ, USA","Observations","https://www.inaturalist.org/observations/51508520","127159","Eric Knight","51508520","iNaturalist","14:00:00Z","Mark Fishbein","wild","141533997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","Asclepias subverticillata (Gray) Vail","-107.8786","35.03271","cdround","gbif","3302321387","Asclepias subverticillata (Gray) Vail","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2022-03-29T17:28:18.996+00:00","2022-03-29T21:06:55.665+00:00","298","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","3170284","6","7707728","220","412","6701","3170229","3170284","3170284","Asclepias subverticillata (Gray) Vail","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias subverticillata","Asclepias","subverticillata","SPECIES","ACCEPTED","NE","2020-07-03T04:47:37",NA,"New Mexico","2020"," 6","27","2020-06-27","2021-07-06T22:46:27.000+00:00","2022-03-29T21:06:55.665+00:00","https://www.inaturalist.org/observations/51757098","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","US","United States of America","Shaun Michael","51757098","shaunmichael","2020/06/27 2:23 PM CDT","iNaturalist research-grade observations","3302321387","Cibola County, NM, USA","Observations","https://www.inaturalist.org/observations/51757098","127159","Shaun Michael","51757098","iNaturalist","19:23:00Z","dionaea","wild","114532513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","Asclepias subverticillata (Gray) Vail","-112.7506","37.24073","cdround","gbif","2814003213","Asclepias subverticillata (Gray) Vail","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2022-03-29T17:28:18.996+00:00","2022-03-29T21:30:31.697+00:00","298","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","3170284","6","7707728","220","412","6701","3170229","3170284","3170284","Asclepias subverticillata (Gray) Vail","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias subverticillata","Asclepias","subverticillata","SPECIES","ACCEPTED","NE","2020-07-02T03:23:15","     4","Utah","2020"," 7"," 1","2020-07-01","2021-10-16T21:25:06.000+00:00","2022-03-29T21:30:31.697+00:00","https://www.inaturalist.org/observations/51659593","http://creativecommons.org/licenses/by/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","US","United States of America","Matt Berger","51659593","sheriff_woody_pct","Wed Jul 01 2020 18:58:22 GMT-0600 (MDT)","iNaturalist research-grade observations","2814003213","SR-9, Glendale, UT, US","Observations","https://www.inaturalist.org/observations/51659593","127159","Matt Berger","51659593","iNaturalist","00:58:22Z","Matt Berger","wild","114310236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","Asclepias subverticillata (Gray) Vail","-100.9787","25.41940","cdround","gbif","2814113078","Asclepias subverticillata (Gray) Vail","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","MX","DWC_ARCHIVE","2022-03-29T17:28:18.996+00:00","2022-03-29T21:06:53.541+00:00","298","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","3170284","6","7707728","220","412","6701","3170229","3170284","3170284","Asclepias subverticillata (Gray) Vail","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias subverticillata","Asclepias","subverticillata","SPECIES","ACCEPTED","NE","2020-07-04T15:08:29",NA,"Coahuila","2020"," 7"," 3","2020-07-03","2021-05-26T18:56:40.000+00:00","2022-03-29T21:06:53.541+00:00","https://www.inaturalist.org/observations/51908921","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","MX","Mexico","Karla M. Benítez","51908921","karlambenitez","Fri Jul 03 2020 20:24:43 GMT-0500 (CDT)","iNaturalist research-grade observations","2814113078","Calle General Ramón Corona, Saltillo, COAH, MX","Observations","https://www.inaturalist.org/observations/51908921","127159","Karla M. Benítez","51908921","iNaturalist","01:24:43Z","Karla M. Benítez","wild","114813337",NA,NA,"flowering",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","Asclepias subverticillata (Gray) Vail","-112.3477","34.60417","cdround","gbif","2814267726","Asclepias subverticillata (Gray) Vail","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2022-03-29T17:28:18.996+00:00","2022-03-29T21:18:20.379+00:00","298","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","3170284","6","7707728","220","412","6701","3170229","3170284","3170284","Asclepias subverticillata (Gray) Vail","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias subverticillata","Asclepias","subverticillata","SPECIES","ACCEPTED","NE","2020-07-03T16:41:20","    20","Arizona","2020"," 7"," 3","2020-07-03","2020-07-04T15:29:59.000+00:00","2022-03-29T21:18:20.379+00:00","https://www.inaturalist.org/observations/51808982","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","US","United States of America","christinerobie","51808982","christinerobie","Fri Jul 03 2020 09:41:09 GMT-0700 (MST)","iNaturalist research-grade observations","2814267726","N Cornwall Rd, Prescott Valley, AZ, US","Observations","https://www.inaturalist.org/observations/51808982","127159","christinerobie","51808982","iNaturalist","15:41:09Z","christinerobie","wild","114621522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","Asclepias subverticillata (Gray) Vail","-106.7174","35.19411","cdround","gbif","2814437016","Asclepias subverticillata (Gray) Vail","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2022-03-29T17:28:18.996+00:00","2022-03-29T21:45:56.890+00:00","298","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","3170284","6","7707728","220","412","6701","3170229","3170284","3170284","Asclepias subverticillata (Gray) Vail","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias subverticillata","Asclepias","subverticillata","SPECIES","ACCEPTED","NE","2020-07-05T18:28:52","     5","New Mexico","2020"," 7"," 5","2020-07-05","2020-07-06T00:10:40.000+00:00","2022-03-29T21:45:56.890+00:00","https://www.inaturalist.org/observations/52052017","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","US","United States of America","Dustin Chavez-Davis","52052017","dchavezdavisii","Sun Jul 05 2020 09:34:50 GMT-0600 (MDT)","iNaturalist research-grade observations","2814437016","Paradise Blvd NW, Albuquerque, NM, US","Observations","https://www.inaturalist.org/observations/52052017","127159","Dustin Chavez-Davis","52052017","iNaturalist","15:34:50Z","Dustin Chavez-Davis","wild","115081829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","Asclepias subverticillata (Gray) Vail","-112.4255","34.57963","cdround","gbif","2814446698","Asclepias subverticillata (Gray) Vail","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2022-03-29T17:28:18.996+00:00","2022-03-29T21:16:25.062+00:00","298","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","3170284","6","7707728","220","412","6701","3170229","3170284","3170284","Asclepias subverticillata (Gray) Vail","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias subverticillata","Asclepias","subverticillata","SPECIES","ACCEPTED","NE","2020-07-02T14:40:29","     4","Arizona","2020"," 7"," 1","2020-07-01","2020-07-03T00:23:36.000+00:00","2022-03-29T21:16:25.062+00:00","https://www.inaturalist.org/observations/51673460","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","US","United States of America","Eric Hough","51673460","eric_hough","Wed Jul 01 2020 19:03:55 GMT-0700 (MST)","iNaturalist research-grade observations","2814446698","Prescott, AZ, US","Observations","https://www.inaturalist.org/observations/51673460","127159","Eric Hough","51673460","iNaturalist","02:03:55Z","dionaea","wild","114388483",NA,NA,"flowering|flower budding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","Asclepias subverticillata (Gray) Vail","-111.4628","31.68569","cdround","gbif","2814450767","Asclepias subverticillata (Gray) Vail","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2022-03-29T17:28:18.996+00:00","2022-03-29T21:45:59.307+00:00","298","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","3170284","6","7707728","220","412","6701","3170229","3170284","3170284","Asclepias subverticillata (Gray) Vail","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias subverticillata","Asclepias","subverticillata","SPECIES","ACCEPTED","NE","2020-07-02T14:12:59","    18","Arizona","2020"," 7"," 2","2020-07-02","2020-07-02T14:38:37.000+00:00","2022-03-29T21:45:59.307+00:00","https://www.inaturalist.org/observations/51691223","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","US","United States of America","josiahesimmons","51691223","josiahesimmons","Thu Jul 02 2020 07:11:11 GMT-0700 (MST)","iNaturalist research-grade observations","2814450767","Buenos Aires National Wildlife Refuge, Tucson, AZ, US","Observations","https://www.inaturalist.org/observations/51691223","127159","josiahesimmons","51691223","iNaturalist","13:11:11Z","josiahesimmons","wild","114383101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","Asclepias subverticillata (Gray) Vail","-104.7492","37.82030","cdround","gbif","2818509161","Asclepias subverticillata (Gray) Vail","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2022-03-29T17:28:18.996+00:00","2022-03-29T21:07:04.176+00:00","298","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","3170284","6","7707728","220","412","6701","3170229","3170284","3170284","Asclepias subverticillata (Gray) Vail","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias subverticillata","Asclepias","subverticillata","SPECIES","ACCEPTED","NE","2020-07-13T14:52:45","    10","Colorado","2020"," 7","11","2020-07-11","2020-07-13T23:56:11.000+00:00","2022-03-29T21:07:04.176+00:00","https://www.inaturalist.org/observations/52941228","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","US","United States of America","gibrokich","52941228","gibrokich","Sat Jul 11 2020 11:27:39 GMT-0600 (MDT)","iNaturalist research-grade observations","2818509161","Reagan Rd, Rye, CO, US","Observations","https://www.inaturalist.org/observations/52941228","127159","gibrokich","52941228","iNaturalist","17:27:39Z","gibrokich","wild","116823167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","Asclepias subverticillata (Gray) Vail","-106.1056","35.56630","cdround","gbif","2818510183","Asclepias subverticillata (Gray) Vail","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2022-03-29T17:28:18.996+00:00","2022-03-29T21:26:20.174+00:00","298","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","3170284","6","7707728","220","412","6701","3170229","3170284","3170284","Asclepias subverticillata (Gray) Vail","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias subverticillata","Asclepias","subverticillata","SPECIES","ACCEPTED","NE","2020-07-13T18:24:53","   263","New Mexico","2020"," 7","13","2020-07-13","2020-07-16T23:06:38.000+00:00","2022-03-29T21:26:20.174+00:00","https://www.inaturalist.org/observations/52965201","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","US","United States of America","zacsf","52965201","zacsf","2020-07-13 8:52:42 AM MDT","iNaturalist research-grade observations","2818510183","La Cienega, NM 87507, USA","Observations","https://www.inaturalist.org/observations/52965201","127159","zacsf","52965201","iNaturalist","14:52:42Z","zacsf","wild","116865930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","Asclepias subverticillata (Gray) Vail","-106.7347","35.08509","cdround","gbif","2818597519","Asclepias subverticillata (Gray) Vail","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2022-03-29T17:28:18.996+00:00","2022-03-29T21:07:16.359+00:00","298","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","3170284","6","7707728","220","412","6701","3170229","3170284","3170284","Asclepias subverticillata (Gray) Vail","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias subverticillata","Asclepias","subverticillata","SPECIES","ACCEPTED","NE","2020-07-16T12:21:11"," 28734","New Mexico","2020"," 7","13","2020-07-13","2020-07-16T22:54:33.000+00:00","2022-03-29T21:07:16.359+00:00","https://www.inaturalist.org/observations/53247898","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","US","United States of America","ellen hildebrandt","53247898","ellen5","2020-07-13","iNaturalist research-grade observations","2818597519","New Mexico, US","Observations","https://www.inaturalist.org/observations/53247898","127159","ellen hildebrandt","53247898","iNaturalist",NA,"ellen hildebrandt","wild","117448038",NA,"Coordinate uncertainty increased to 28734m at the request of the observer","flowering",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","Asclepias subverticillata (Gray) Vail","-108.4758","36.75489","cdround","gbif","2818800601","Asclepias subverticillata (Gray) Vail","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2022-03-29T17:28:18.996+00:00","2022-03-29T21:45:56.853+00:00","298","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","3170284","6","7707728","220","412","6701","3170229","3170284","3170284","Asclepias subverticillata (Gray) Vail","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias subverticillata","Asclepias","subverticillata","SPECIES","ACCEPTED","NE","2020-07-16T13:31:44",NA,"New Mexico","2020"," 7","15","2020-07-15","2020-07-16T17:59:54.000+00:00","2022-03-29T21:45:56.853+00:00","https://www.inaturalist.org/observations/53253441","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","US","United States of America","fullmooninbloom","53253441","fullmooninbloom","2020-07-15 9:01:55 AM MDT","iNaturalist research-grade observations","2818800601","Waterflow, NM, USA","Observations","https://www.inaturalist.org/observations/53253441","127159","fullmooninbloom","53253441","iNaturalist","15:01:55Z","fullmooninbloom","wild","117459278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","Asclepias subverticillata (Gray) Vail","-106.8223","32.25714","cdround","gbif","2823161557","Asclepias subverticillata (Gray) Vail","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2022-03-29T17:28:18.996+00:00","2022-03-29T21:45:41.365+00:00","298","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","3170284","6","7707728","220","412","6701","3170229","3170284","3170284","Asclepias subverticillata (Gray) Vail","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias subverticillata","Asclepias","subverticillata","SPECIES","ACCEPTED","NE","2020-07-23T00:53:40","   528","New Mexico","2020"," 7","22","2020-07-22","2020-07-23T00:59:46.000+00:00","2022-03-29T21:45:41.365+00:00","https://www.inaturalist.org/observations/54009470","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","US","United States of America","Jean Suplick","54009470","jsuplick","2020/07/22 10:04 AM CDT","iNaturalist research-grade observations","2823161557","Mesilla Valley State Park","Observations","https://www.inaturalist.org/observations/54009470","127159","Jean Suplick","54009470","iNaturalist","15:04:00Z","Jean Suplick","wild","118947150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Asclepias subverticillata (Gray) Vail","-104.7906","38.86013","cdround","gbif","2823161567","Asclepias subverticillata (Gray) Vail","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2022-03-29T17:28:18.996+00:00","2022-03-29T21:46:02.133+00:00","298","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","3170284","6","7707728","220","412","6701","3170229","3170284","3170284","Asclepias subverticillata (Gray) Vail","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias subverticillata","Asclepias","subverticillata","SPECIES","ACCEPTED","NE","2020-07-23T02:05:39",NA,"Colorado","2020"," 7","22","2020-07-22","2020-07-23T02:19:00.000+00:00","2022-03-29T21:46:02.133+00:00","https://www.inaturalist.org/observations/54015446","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","US","United States of America","toby05l","54015446","toby05l","2020-07-22 8:04:37 PM MDT","iNaturalist research-grade observations","2823161567","Colorado Springs, CO 80909, USA","Observations","https://www.inaturalist.org/observations/54015446","127159","toby05l","54015446","iNaturalist","02:04:37Z","toby05l","wild","118958238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","Asclepias subverticillata (Gray) Vail","-110.5129","31.54186","cdround","gbif","2823339094","Asclepias subverticillata (Gray) Vail","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2022-03-29T17:28:18.996+00:00","2022-03-29T21:06:46.029+00:00","298","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","3170284","6","7707728","220","412","6701","3170229","3170284","3170284","Asclepias subverticillata (Gray) Vail","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias subverticillata","Asclepias","subverticillata","SPECIES","ACCEPTED","NE","2020-07-20T03:26:26","    15","Arizona","2020"," 7","19","2020-07-19","2020-07-20T21:23:33.000+00:00","2022-03-29T21:06:46.029+00:00","https://www.inaturalist.org/observations/53690358","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","US","United States of America","Ethan","53690358","ethan-k","2020/07/19 11:57 AM MST","iNaturalist research-grade observations","2823339094","Santa Cruz County, AZ, USA","Observations","https://www.inaturalist.org/observations/53690358","127159","Ethan","53690358","iNaturalist","18:57:00Z","Ethan","wild","118294522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","Asclepias subverticillata (Gray) Vail","-105.3636","35.26256","cdround","gbif","2823348768","Asclepias subverticillata (Gray) Vail","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2022-03-29T17:28:18.996+00:00","2022-03-29T21:32:08.417+00:00","298","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","3170284","6","7707728","220","412","6701","3170229","3170284","3170284","Asclepias subverticillata (Gray) Vail","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias subverticillata","Asclepias","subverticillata","SPECIES","ACCEPTED","NE","2020-07-18T05:55:27","     5","New Mexico","2020"," 7","17","2020-07-17","2020-07-18T07:48:58.000+00:00","2022-03-29T21:32:08.417+00:00","https://www.inaturalist.org/observations/53443854","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","US","United States of America","Jake Turin","53443854","jaketurin","Fri Jul 17 2020 18:55:55 GMT-0600 (MDT)","iNaturalist research-grade observations","2823348768","CR-B29C, Las Vegas, NM, US","Observations","https://www.inaturalist.org/observations/53443854","127159","Jake Turin","53443854","iNaturalist","00:55:55Z","Jake Turin","wild","117849975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","Asclepias subverticillata (Gray) Vail","-112.4249","34.58385","cdround","gbif","2826184659","Asclepias subverticillata (Gray) Vail","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2022-03-29T17:28:18.996+00:00","2022-03-29T21:24:38.132+00:00","298","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","3170284","6","7707728","220","412","6701","3170229","3170284","3170284","Asclepias subverticillata (Gray) Vail","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias subverticillata","Asclepias","subverticillata","SPECIES","ACCEPTED","NE","2020-07-16T01:21:13","   117","Arizona","2020"," 7","15","2020-07-15","2020-07-28T00:36:55.000+00:00","2022-03-29T21:24:38.132+00:00","https://www.inaturalist.org/observations/53216343","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","US","United States of America","saponcho","53216343","saponcho","Wed Jul 15 2020 16:42:18 GMT-0700 (MST)","iNaturalist research-grade observations","2826184659","N State Rte 89, Prescott, AZ, US","Observations","https://www.inaturalist.org/observations/53216343","127159","saponcho","53216343","iNaturalist","22:42:18Z","saponcho","wild","117374639",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","Asclepias subverticillata (Gray) Vail","-106.5691","35.05444","cdround","gbif","2826204697","Asclepias subverticillata (Gray) Vail","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2022-03-29T17:28:18.996+00:00","2022-03-29T21:33:39.012+00:00","298","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","3170284","6","7707728","220","412","6701","3170229","3170284","3170284","Asclepias subverticillata (Gray) Vail","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias subverticillata","Asclepias","subverticillata","SPECIES","ACCEPTED","NE","2020-07-20T04:44:00","     5","New Mexico","2020"," 7","19","2020-07-19","2020-08-03T14:05:41.000+00:00","2022-03-29T21:33:39.012+00:00","https://www.inaturalist.org/observations/53675961","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","FALSE","WGS84","Magnoliopsida","US","United States of America","dhartkey","53675961","dhartkey","Sun Jul 19 2020 18:09:09 GMT-0600 (MDT)","iNaturalist research-grade observations","2826204697","Kirtland Air Force Base, Albuquerque, NM, US","Observations","https://www.inaturalist.org/observations/53675961","127159","dhartkey","53675961","iNaturalist","00:09:09Z","Dustin Chavez-Davis","wild","118304760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
